,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1617,2017-08-10,361.6,355.4,366.65,354.66,7092858,2559667616.0,3.3,-2.24,-8.13,4.25
1618,2017-08-11,356.97,357.87,361.26,353.68,4365783,1560803616.0,2.13,0.69,2.47,2.62
1619,2017-08-14,364.63,363.8,367.66,362.6,4519186,1647924016.0,1.41,1.66,5.93,2.71
1620,2017-08-15,365.2,362.33,365.49,359.37,3085088,1118945248.0,1.68,-0.4,-1.47,1.85
1621,2017-08-16,363.0,362.91,366.5,362.52,3413773,1243873936.0,1.1,0.16,0.58,2.05
1622,2017-08-17,361.21,351.92,363.3,351.59,5027660,1790197040.0,3.23,-3.03,-10.99,3.01
1623,2017-08-18,352.91,347.46,354.0,345.8,5408183,1888554432.0,2.33,-1.27,-4.46,3.24
1624,2017-08-21,345.82,337.86,345.82,331.85,6495424,2187668672.0,4.02,-2.76,-9.6,3.89
1625,2017-08-22,341.13,341.35,342.24,337.37,4321966,1469836448.0,1.44,1.03,3.49,2.59
1626,2017-08-23,338.99,352.77,353.49,338.3,4954504,1722290976.0,4.45,3.35,11.42,2.97
1627,2017-08-24,352.52,352.93,356.66,349.74,4584687,1620486496.0,1.96,0.05,0.16,2.75
1628,2017-08-25,354.24,348.05,355.69,347.3,3483956,1222739888.0,2.38,-1.38,-4.88,2.09
1629,2017-08-28,347.28,345.66,347.35,339.72,3763956,1294461248.0,2.19,-0.69,-2.39,2.26
1630,2017-08-29,339.48,347.36,349.05,338.75,4073675,1402280080.0,2.98,0.49,1.7,2.44
1631,2017-08-30,349.67,353.18,353.47,347.0,3412943,1196750176.0,1.86,1.68,5.82,2.05
1632,2017-08-31,353.55,355.9,358.44,352.82,4072795,1450759312.0,1.59,0.77,2.72,2.44
1633,2017-09-01,356.12,355.4,357.55,353.69,3049546,1083707520.0,1.08,-0.14,-0.5,1.83
1634,2017-09-05,353.8,349.59,355.49,345.89,3848382,1348038640.0,2.7,-1.63,-5.81,2.31
1635,2017-09-06,349.5,344.53,350.98,341.56,4091351,1414402096.0,2.69,-1.45,-5.06,2.45
1636,2017-09-07,345.98,350.61,352.48,343.45,4239213,1479888704.0,2.62,1.76,6.08,2.54
1637,2017-09-08,348.99,343.4,349.78,342.3,3263508,1130300480.0,2.13,-2.06,-7.21,1.96
1638,2017-09-11,351.35,363.69,363.71,350.0,7667055,2752835088.0,3.99,5.91,20.29,4.59
1639,2017-09-12,364.49,362.75,368.76,360.4,5972907,2178612992.0,2.3,-0.26,-0.94,3.58
1640,2017-09-13,363.82,366.23,368.07,359.59,4185231,1527320320.0,2.34,0.96,3.48,2.51
1641,2017-09-14,364.33,377.64,377.96,362.63,7202524,2679680032.0,4.19,3.12,11.41,4.32
1642,2017-09-15,374.51,379.81,380.0,372.7,5420496,2043857536.0,1.93,0.57,2.17,3.25
1643,2017-09-18,380.25,385.0,389.61,377.68,7187980,2766902128.0,3.14,1.37,5.19,4.31
1644,2017-09-19,380.0,375.1,382.39,373.57,6451886,2429575872.0,2.29,-2.57,-9.9,3.87
1645,2017-09-20,373.0,373.91,378.25,371.07,4919052,1841222704.0,1.91,-0.32,-1.19,2.95
1646,2017-09-21,374.9,366.48,376.83,364.51,4618190,1705963776.0,3.29,-1.99,-7.43,2.77
1647,2017-09-22,366.49,351.09,369.9,350.88,8159418,2920001040.0,5.19,-4.2,-15.39,4.89
1648,2017-09-25,353.15,344.99,357.47,342.88,7605946,2653938928.0,4.16,-1.74,-6.1,4.56
1649,2017-09-26,350.93,345.25,351.24,340.9,7156274,2478713824.0,3.0,0.08,0.26,4.29
1650,2017-09-27,349.9,340.97,351.49,340.5,6060330,2087729680.0,3.18,-1.24,-4.28,3.63
1651,2017-09-28,339.88,339.6,342.75,335.4,5319617,1799510416.0,2.16,-0.4,-1.37,3.19
1652,2017-09-29,341.86,341.1,344.68,338.6,5107082,1746606624.0,1.79,0.44,1.5,3.06
1653,2017-10-02,342.52,341.53,343.7,335.51,5286774,1794350864.0,2.4,0.13,0.43,3.15
1654,2017-10-03,335.9,348.14,348.55,331.28,10153596,3458557056.0,5.06,1.94,6.61,6.04
1655,2017-10-04,351.25,355.01,358.62,349.6,8163543,2898855584.0,2.59,1.97,6.87,4.86
1656,2017-10-05,356.0,355.33,357.44,351.35,4171675,1477289904.0,1.72,0.09,0.32,2.48
1657,2017-10-06,353.1,356.88,360.1,352.25,4297474,1530322192.0,2.21,0.44,1.55,2.56
1658,2017-10-09,349.65,342.94,351.75,342.67,7493654,2605726944.0,2.54,-3.91,-13.94,4.46
1659,2017-10-10,346.8,355.59,355.63,345.53,6978495,2447318416.0,2.95,3.69,12.65,4.15
1660,2017-10-11,353.89,354.6,357.6,351.15,4500831,1596793168.0,1.81,-0.28,-0.99,2.68
1661,2017-10-12,352.95,355.68,359.78,352.64,4087048,1458004224.0,2.01,0.3,1.08,2.43
1662,2017-10-13,356.98,355.57,358.49,353.68,3540533,1260605824.0,1.35,-0.03,-0.11,2.11
1663,2017-10-16,353.76,350.6,354.48,347.16,5375486,1883445856.0,2.06,-1.4,-4.97,3.2
1664,2017-10-17,350.91,355.75,356.22,350.07,3293345,1165825984.0,1.75,1.47,5.15,1.96
1665,2017-10-18,355.97,359.65,363.0,354.13,4939074,1778909200.0,2.49,1.1,3.9,2.94
1666,2017-10-19,355.56,351.81,357.15,348.2,5061843,1779426880.0,2.49,-2.18,-7.84,3.01
1667,2017-10-20,352.69,345.1,354.55,344.34,4930395,1713936896.0,2.9,-1.91,-6.71,2.93
1668,2017-10-23,349.88,337.02,349.95,336.25,5747346,1972506512.0,3.97,-2.34,-8.08,3.42
1669,2017-10-24,338.8,337.34,342.8,336.16,4491672,1523055904.0,1.97,0.09,0.32,2.67
1670,2017-10-25,336.7,325.84,337.5,323.56,8594073,2821191728.0,4.13,-3.41,-11.5,5.12
1671,2017-10-26,327.78,326.17,330.23,323.2,5023500,1638517952.0,2.16,0.1,0.33,2.99
1672,2017-10-27,319.75,320.87,324.59,316.66,6979704,2235749392.0,2.43,-1.62,-5.3,4.15
1673,2017-10-30,319.18,320.08,323.78,317.25,4254378,1364334992.0,2.04,-0.25,-0.79,2.53
1674,2017-10-31,320.23,331.53,331.95,320.18,5672347,1852638848.0,3.68,3.58,11.45,3.38
1675,2017-11-01,332.25,321.08,332.61,320.26,8457336,2737221536.0,3.73,-3.15,-10.45,5.03
1676,2017-11-02,300.13,299.26,308.69,292.63,19791416,5931093248.0,5.0,-6.8,-21.82,11.78
1677,2017-11-03,299.5,306.09,306.24,295.13,8893974,2669460384.0,3.71,2.28,6.83,5.29
1678,2017-11-06,307.0,302.78,307.5,299.01,6486009,1956907616.0,2.77,-1.08,-3.31,3.86
1679,2017-11-07,301.02,306.05,306.5,300.03,5294274,1602321152.0,2.14,1.08,3.27,3.15
1680,2017-11-08,305.5,304.39,306.89,301.3,4725271,1435162144.0,1.83,-0.54,-1.66,2.81
1681,2017-11-09,302.5,302.99,304.46,296.3,5447147,1638483440.0,2.68,-0.46,-1.4,3.24
1682,2017-11-10,302.5,302.99,308.36,301.85,4625429,1407284128.0,2.15,0.0,0.0,2.75
1683,2017-11-13,300.13,315.4,316.8,299.11,7584944,2353565232.0,5.84,4.1,12.41,4.51
1684,2017-11-14,315.0,308.7,316.35,306.9,5676076,1762876064.0,3.0,-2.12,-6.7,3.38
1685,2017-11-15,306.01,311.3,312.49,301.5,5978665,1844445232.0,3.56,0.84,2.6,3.56
1686,2017-11-16,313.99,312.5,318.14,311.3,5822073,1833050000.0,2.2,0.39,1.2,3.46
1687,2017-11-17,325.67,315.05,326.67,313.15,13735139,4370045952.0,4.33,0.82,2.55,8.17
1688,2017-11-20,313.79,308.74,315.5,304.75,8247650,2539674256.0,3.41,-2.0,-6.31,4.91
1689,2017-11-21,310.86,317.81,318.23,308.71,7261273,2287651648.0,3.08,2.94,9.07,4.32
1690,2017-11-22,316.77,312.6,317.42,311.84,4917636,1542790368.0,1.76,-1.64,-5.21,2.93
1691,2017-11-24,313.79,315.55,316.41,311.0,3244065,1019734272.0,1.73,0.94,2.95,1.93
1692,2017-11-27,313.25,316.81,317.34,309.51,4555894,1430365680.0,2.48,0.4,1.26,2.71
1693,2017-11-28,316.36,317.55,320.0,313.92,4949491,1571882224.0,1.92,0.23,0.74,2.94
1694,2017-11-29,317.3,307.54,318.0,301.23,8767398,2698125040.0,5.28,-3.15,-10.01,5.22
1695,2017-11-30,308.56,308.85,310.7,304.54,4351587,1340239712.0,2.0,0.43,1.31,2.59
1696,2017-12-01,305.44,306.53,310.32,305.05,4292868,1318546800.0,1.71,-0.75,-2.32,2.55
1697,2017-12-04,306.5,305.2,308.27,300.61,5835140,1779649664.0,2.5,-0.43,-1.33,3.47
1698,2017-12-05,302.0,303.7,308.0,301.0,4646520,1416209248.0,2.29,-0.49,-1.5,2.76
1699,2017-12-06,300.1,313.26,313.39,300.0,7195341,2217117472.0,4.41,3.15,9.56,4.28
1700,2017-12-07,312.0,311.24,318.63,311.05,4780597,1502844448.0,2.42,-0.64,-2.02,2.84
1701,2017-12-08,314.6,315.13,316.98,311.26,3468458,1091467680.0,1.84,1.25,3.89,2.06
1702,2017-12-11,314.63,328.91,329.01,313.75,7937981,2577568960.0,4.84,4.37,13.78,4.72
1703,2017-12-12,330.45,341.03,341.44,330.03,8733199,2942535008.0,3.47,3.68,12.12,5.2
1704,2017-12-13,340.93,339.03,344.22,336.5,6221461,2118591056.0,2.26,-0.59,-2.0,3.7
1705,2017-12-14,341.01,337.89,347.44,336.9,5799916,1988624192.0,3.11,-0.34,-1.14,3.45
1706,2017-12-15,342.04,343.45,343.9,335.76,6933199,2362842000.0,2.41,1.65,5.56,4.13
1707,2017-12-18,344.9,338.87,346.73,337.58,5476166,1873439040.0,2.66,-1.33,-4.58,3.26
1708,2017-12-19,340.26,331.1,341.49,330.3,6824971,2281098928.0,3.3,-2.29,-7.77,4.06
1709,2017-12-20,332.69,328.98,333.1,325.04,5953800,1958978464.0,2.43,-0.64,-2.12,3.54
1710,2017-12-21,329.59,331.66,333.74,327.21,4385222,1449971904.0,1.98,0.81,2.68,2.61
1711,2017-12-22,329.51,325.2,330.92,324.82,4215807,1382961344.0,1.84,-1.95,-6.46,2.51
1712,2017-12-26,323.83,317.29,323.94,316.58,4378413,1396814096.0,2.26,-2.43,-7.91,2.61
1713,2017-12-27,316.0,311.64,317.68,310.75,4712111,1475775072.0,2.18,-1.78,-5.65,2.8
1714,2017-12-28,311.75,315.36,315.82,309.54,4316347,1352557072.0,2.02,1.19,3.72,2.57
1715,2017-12-29,316.18,311.35,316.41,310.0,3777155,1180108624.0,2.03,-1.27,-4.01,2.25
1716,2018-01-02,312.0,320.53,322.11,311.0,4352241,1386504608.0,3.57,2.95,9.18,2.58
1717,2018-01-03,321.0,317.25,325.25,315.55,4521527,1446692992.0,3.03,-1.02,-3.28,2.68
1718,2018-01-04,312.87,314.62,318.55,305.68,9946304,3110165520.0,4.06,-0.83,-2.63,5.89
1719,2018-01-05,316.62,316.58,317.24,312.0,4591180,1446503280.0,1.67,0.62,1.96,2.72
1720,2018-01-08,316.0,336.41,337.02,315.5,9859435,3267052848.0,6.8,6.26,19.83,5.84
1721,2018-01-09,335.16,333.69,338.8,327.4,7146631,2384544320.0,3.39,-0.81,-2.72,4.23
1722,2018-01-10,332.2,334.8,337.0,330.0,4309926,1439886288.0,2.1,0.33,1.11,2.55
1723,2018-01-11,335.24,337.95,344.81,333.26,6645484,2262021872.0,3.45,0.94,3.15,3.94
1724,2018-01-12,338.63,336.22,340.41,333.67,4825059,1622541120.0,1.99,-0.51,-1.73,2.86
1725,2018-01-16,337.54,340.06,345.0,334.8,6474251,2202108544.0,3.03,1.14,3.84,3.84
1726,2018-01-17,340.47,347.16,349.0,339.75,7103505,2455598064.0,2.72,2.09,7.1,4.21
1727,2018-01-18,345.67,344.57,352.3,343.74,5685845,1981346240.0,2.47,-0.75,-2.59,3.37
1728,2018-01-19,345.0,350.02,350.59,342.6,4888303,1696295056.0,2.32,1.58,5.45,2.89
1729,2018-01-22,349.4,351.56,357.83,349.2,6210360,2198478064.0,2.47,0.44,1.54,3.68
1730,2018-01-23,360.0,352.79,360.5,351.0,5465414,1938422976.0,2.7,0.35,1.23,3.24
1731,2018-01-24,354.58,345.89,354.75,343.52,5287478,1841535216.0,3.18,-1.96,-6.9,3.13
1732,2018-01-25,348.27,337.64,349.2,336.4,6740303,2303274496.0,3.7,-2.39,-8.25,3.99
1733,2018-01-26,341.5,342.85,344.0,335.71,4539356,1545132320.0,2.46,1.54,5.21,2.69
1734,2018-01-29,339.85,349.53,350.85,338.28,4747149,1641557856.0,3.67,1.95,6.68,2.81
1735,2018-01-30,345.14,345.82,348.27,342.17,4717700,1631096800.0,1.75,-1.06,-3.71,2.79
1736,2018-01-31,347.51,354.31,356.19,345.19,6214069,2189479920.0,3.18,2.46,8.49,3.68
1737,2018-02-01,351.0,349.25,359.66,348.63,4197687,1484530944.0,3.11,-1.43,-5.06,2.49
1738,2018-02-02,348.44,343.75,351.95,340.51,3704836,1278720624.0,3.28,-1.57,-5.5,2.19
1739,2018-02-05,337.97,333.13,344.47,333.0,4464147,1510333248.0,3.34,-3.09,-10.62,2.64
1740,2018-02-06,325.21,333.97,336.22,323.5,5088438,1681440144.0,3.82,0.25,0.84,3.01
1741,2018-02-07,338.99,345.0,346.0,335.66,6969239,2384638864.0,3.1,3.3,11.03,4.13
1742,2018-02-08,343.31,315.23,348.62,314.6,10314573,3391738464.0,9.86,-8.63,-29.77,6.11
1743,2018-02-09,319.93,310.42,320.98,294.76,12933721,3961822368.0,8.32,-1.53,-4.81,7.66
1744,2018-02-12,316.13,315.73,318.08,306.25,6227822,1944107680.0,3.81,1.71,5.31,3.69
1745,2018-02-13,315.02,323.66,324.19,312.51,4560231,1460303536.0,3.7,2.51,7.93,2.7
1746,2018-02-14,320.84,322.31,326.17,318.52,3950743,1277105216.0,2.36,-0.42,-1.35,2.34
1747,2018-02-15,324.5,334.07,334.12,322.4,5912917,1945937312.0,3.64,3.65,11.76,3.5
1748,2018-02-16,332.5,335.49,343.12,331.64,5642637,1907153024.0,3.44,0.43,1.42,3.34
1749,2018-02-20,334.47,334.77,340.84,331.5,4009435,1350427792.0,2.78,-0.21,-0.72,2.37
1750,2018-02-21,336.03,333.3,339.69,333.17,3219649,1084675248.0,1.95,-0.44,-1.47,1.91
1751,2018-02-22,335.53,346.17,347.44,334.75,6969808,2397758368.0,3.81,3.86,12.87,4.13
1752,2018-02-23,347.83,352.05,354.99,347.1,5817387,2048643040.0,2.28,1.7,5.88,3.44
1753,2018-02-26,353.5,357.42,359.0,352.36,4339985,1549415920.0,1.89,1.53,5.37,2.57
1754,2018-02-27,356.25,350.99,359.99,350.01,4797419,1700023952.0,2.79,-1.8,-6.43,2.84
1755,2018-02-28,352.57,343.06,355.24,342.22,6069658,2105998832.0,3.71,-2.26,-7.93,3.59
1756,2018-03-01,345.01,330.93,348.67,330.07,6885601,2316008384.0,5.42,-3.54,-12.13,4.08
1757,2018-03-02,326.98,335.12,335.22,322.97,5092829,1677828752.0,3.7,1.27,4.19,3.01
1758,2018-03-05,332.39,333.35,337.75,329.29,3823769,1277208480.0,2.52,-0.53,-1.77,2.26
1759,2018-03-06,333.75,328.2,336.37,327.03,4285744,1417993600.0,2.8,-1.54,-5.15,2.54
1760,2018-03-07,325.44,332.3,332.5,321.74,5007297,1631948496.0,3.28,1.25,4.1,2.96
1761,2018-03-08,332.86,329.1,333.3,326.27,3566244,1174935680.0,2.12,-0.96,-3.2,2.11
1762,2018-03-09,324.1,327.17,328.49,322.37,5506764,1795506336.0,1.86,-0.59,-1.93,3.26
1763,2018-03-12,328.61,345.51,347.21,326.5,8264035,2816335024.0,6.33,5.61,18.34,4.89
1764,2018-03-13,344.92,341.84,345.12,336.26,5965805,2031875632.0,2.56,-1.06,-3.67,3.53
1765,2018-03-14,336.76,326.63,339.81,323.93,7967370,2637531312.0,4.65,-4.45,-15.21,4.72
1766,2018-03-15,329.38,325.6,332.85,321.1,6564801,2142605568.0,3.6,-0.32,-1.03,3.89
1767,2018-03-16,325.96,321.35,327.4,319.07,6117279,1970835216.0,2.56,-1.31,-4.25,3.62
1768,2018-03-19,316.5,313.56,320.75,309.67,7484294,2349069760.0,3.45,-2.42,-7.79,4.43
1769,2018-03-20,314.87,310.55,316.25,308.76,4764293,1485783024.0,2.39,-0.96,-3.01,2.82
1770,2018-03-21,310.25,316.53,322.44,310.19,5958411,1894877296.0,3.94,1.93,5.98,3.53
1771,2018-03-22,313.89,309.1,318.82,308.18,4939771,1541024256.0,3.36,-2.35,-7.43,2.92
1772,2018-03-23,311.25,301.54,311.61,300.45,6654899,2023756912.0,3.61,-2.45,-7.56,3.94
1773,2018-03-26,307.34,304.18,307.59,291.36,8375175,2507501760.0,5.38,0.88,2.64,4.96
1774,2018-03-27,304.0,279.18,304.27,277.18,13872029,4005805984.0,8.91,-8.22,-25.0,8.21
1775,2018-03-28,264.58,257.78,268.68,252.1,21001437,5462892032.0,5.94,-7.67,-21.4,12.43
1776,2018-03-29,256.49,266.13,270.96,248.21,15170749,3931468976.0,8.83,3.24,8.35,8.98
1777,2018-04-02,256.26,252.48,260.33,244.59,16104055,4053673104.0,5.91,-5.13,-13.65,9.49
1778,2018-04-03,269.82,267.53,273.35,254.49,18844384,4984089088.0,7.47,5.96,15.05,11.1
1779,2018-04-04,252.78,286.94,288.37,252.0,19896746,5454613248.0,13.59,7.26,19.41,11.72
1780,2018-04-05,289.34,305.72,306.26,288.2,19121101,5707560192.0,6.29,6.54,18.78,11.26
1781,2018-04-06,301.0,299.3,309.28,295.5,13520286,4078030544.0,4.51,-2.1,-6.42,7.96
1782,2018-04-09,300.37,289.66,309.5,289.21,10249805,3071784976.0,6.78,-3.22,-9.64,6.04
1783,2018-04-10,298.97,304.7,307.1,293.68,11024259,3335613840.0,4.63,5.19,15.04,6.49
1784,2018-04-11,300.74,300.93,308.98,299.66,7482945,2275735232.0,3.06,-1.24,-3.77,4.41
1785,2018-04-12,302.32,294.08,303.95,293.68,7608769,2262467040.0,3.41,-2.28,-6.85,4.48
1786,2018-04-13,303.6,300.34,303.95,295.98,7327223,2198774272.0,2.71,2.13,6.26,4.32
1787,2018-04-16,299.0,291.21,299.66,289.01,6338488,1852541600.0,3.55,-3.04,-9.13,3.73
1788,2018-04-17,288.87,287.69,292.17,282.51,7000023,2012701936.0,3.32,-1.21,-3.52,4.12
1789,2018-04-18,291.08,293.35,300.24,288.16,6557700,1932260752.0,4.2,1.97,5.66,3.86
1790,2018-04-19,291.08,300.08,301.01,288.55,6090599,1801792016.0,4.25,2.29,6.73,3.59
1791,2018-04-20,295.17,290.24,299.98,289.75,5627928,1656354528.0,3.41,-3.28,-9.84,3.31
1792,2018-04-23,291.29,283.37,291.62,282.33,4893378,1400353856.0,3.2,-2.37,-6.87,2.88
1793,2018-04-24,285.0,283.46,287.09,278.46,5685308,1607886816.0,3.05,0.03,0.09,3.35
1794,2018-04-25,283.5,280.69,285.16,277.25,4013574,1126638912.0,2.79,-0.98,-2.77,2.36
1795,2018-04-26,278.75,285.48,285.79,276.5,4356013,1228667392.0,3.31,1.71,4.79,2.57
1796,2018-04-27,285.37,294.08,294.47,283.83,4364626,1264459152.0,3.73,3.01,8.6,2.57
1797,2018-04-30,293.61,293.9,298.73,292.5,4228172,1249829440.0,2.12,-0.06,-0.18,2.49
1798,2018-05-01,293.51,299.92,300.82,293.22,4625603,1374205328.0,2.59,2.05,6.02,2.72
1799,2018-05-02,298.57,301.15,306.85,297.78,8970370,2700952672.0,3.02,0.41,1.23,5.28
1800,2018-05-03,278.79,284.45,288.04,275.23,17352130,4874808064.0,4.25,-5.55,-16.7,10.22
1801,2018-05-04,283.0,294.09,296.86,279.52,8569354,2480104560.0,6.1,3.39,9.64,5.05
1802,2018-05-07,297.5,302.77,305.96,295.17,8678224,2616249696.0,3.67,2.95,8.68,5.11
1803,2018-05-08,300.8,301.97,307.75,299.0,5930000,1800045504.0,2.89,-0.26,-0.8,3.49
1804,2018-05-09,300.41,306.85,307.01,300.05,5727365,1737494688.0,2.3,1.62,4.88,3.37
1805,2018-05-10,307.5,305.02,312.99,304.11,5651561,1741784768.0,2.89,-0.6,-1.83,3.33
1806,2018-05-11,307.7,301.06,308.88,299.08,4679649,1414054176.0,3.21,-1.3,-3.96,2.76
1807,2018-05-14,303.32,291.97,304.94,291.62,7286804,2170003968.0,4.42,-3.02,-9.09,4.29
1808,2018-05-15,285.01,284.18,286.96,280.5,9519173,2697581696.0,2.21,-2.67,-7.79,5.61
1809,2018-05-16,283.83,286.48,288.81,281.56,5674019,1617034192.0,2.55,0.81,2.3,3.34
1810,2018-05-17,285.9,284.54,289.19,283.97,4420612,1265268320.0,1.82,-0.68,-1.94,2.6
1811,2018-05-18,284.65,276.82,284.65,274.0,7251887,2016181520.0,3.74,-2.71,-7.72,4.27
1812,2018-05-21,281.33,284.49,291.49,281.3,9182571,2625723120.0,3.68,2.77,7.67,5.41
1813,2018-05-22,287.76,275.01,288.0,273.42,8945756,2480388784.0,5.12,-3.33,-9.48,5.27
1814,2018-05-23,277.76,279.07,279.91,274.0,5985053,1656197872.0,2.15,1.48,4.06,3.52
1815,2018-05-24,278.4,277.85,281.11,274.89,4176708,1165041488.0,2.23,-0.44,-1.22,2.46
1816,2018-05-25,277.63,278.85,279.64,275.61,3875082,1076428672.0,1.45,0.36,1.0,2.28
1817,2018-05-29,278.51,283.76,286.5,276.15,5666640,1599989936.0,3.71,1.76,4.91,3.34
1818,2018-05-30,283.29,291.72,295.01,281.6,7489686,2166604624.0,4.73,2.81,7.96,4.41
1819,2018-05-31,287.21,284.73,290.37,282.93,5919721,1693179136.0,2.55,-2.4,-6.99,3.49
1820,2018-06-01,285.86,291.82,291.95,283.84,5424386,1568956032.0,2.85,2.49,7.09,3.19
1821,2018-06-04,294.34,296.74,299.0,293.55,4797810,1424360640.0,1.87,1.69,4.92,2.83
1822,2018-06-05,297.7,291.13,297.8,286.74,5995157,1741967744.0,3.73,-1.89,-5.61,3.53
1823,2018-06-06,300.5,319.5,322.17,297.48,18767269,5844274176.0,8.48,9.74,28.37,11.05
1824,2018-06-07,316.15,316.09,330.0,313.58,14345271,4620907264.0,5.14,-1.07,-3.41,8.45
1825,2018-06-08,319.0,317.66,324.48,317.15,8205202,2626140784.0,2.32,0.5,1.57,4.83
1826,2018-06-11,322.51,332.1,334.66,322.5,13183473,4349683456.0,3.83,4.55,14.44,7.76
1827,2018-06-12,344.7,342.77,354.97,338.0,22347403,7728832000.0,5.11,3.21,10.67,13.16
1828,2018-06-13,346.71,344.78,347.2,339.8,9469804,3260625008.0,2.16,0.59,2.01,5.58
1829,2018-06-14,347.63,357.72,358.75,346.6,10981023,3886631616.0,3.52,3.75,12.94,6.47
1830,2018-06-15,353.84,358.17,364.67,351.25,10848254,3892910816.0,3.75,0.13,0.45,6.39
1831,2018-06-18,355.4,370.83,373.73,354.5,12073226,4424712192.0,5.37,3.53,12.66,7.11
1832,2018-06-19,365.16,352.55,370.0,346.25,12761903,4532024832.0,6.4,-4.93,-18.28,7.52
1833,2018-06-20,358.04,362.22,364.38,352.0,8383656,3003421536.0,3.51,2.74,9.67,4.94
1834,2018-06-21,362.0,347.51,366.21,346.27,7967145,2813111344.0,5.5,-4.06,-14.71,4.69
1835,2018-06-22,351.54,333.63,352.25,332.0,10266059,3468831216.0,5.83,-3.99,-13.88,6.05
1836,2018-06-25,330.12,333.01,338.47,327.5,6931304,2302065856.0,3.29,-0.19,-0.62,4.08
1837,2018-06-26,336.05,342.0,343.55,325.8,7452487,2498119104.0,5.33,2.7,8.99,4.39
1838,2018-06-27,345.0,344.5,350.79,339.5,8333727,2883585632.0,3.3,0.73,2.5,4.91
1839,2018-06-28,348.66,349.93,357.02,346.11,8398005,2962287568.0,3.17,1.58,5.43,4.95
1840,2018-06-29,353.33,342.95,353.86,342.41,6492396,2257642736.0,3.27,-1.99,-6.98,3.82
1841,2018-07-02,360.07,335.07,364.78,329.85,18759765,6456714240.0,10.19,-2.3,-7.88,11.0
1842,2018-07-03,331.75,310.86,332.49,309.69,12282638,3921404976.0,6.8,-7.23,-24.21,7.2
1843,2018-07-05,313.76,309.16,314.39,296.22,17476374,5350362880.0,5.85,-0.55,-1.7,10.25
1844,2018-07-06,304.95,308.9,312.07,302.0,8865451,2730050416.0,3.26,-0.08,-0.26,5.2
1845,2018-07-09,311.99,318.51,318.52,308.0,7596753,2380600544.0,3.41,3.11,9.61,4.46
1846,2018-07-10,324.56,322.47,327.68,319.2,9471498,3059198096.0,2.66,1.24,3.96,5.55
1847,2018-07-11,315.8,318.96,321.94,315.07,4884076,1555576864.0,2.13,-1.09,-3.51,2.86
1848,2018-07-12,321.43,316.71,323.23,312.77,5721166,1809157552.0,3.28,-0.71,-2.25,3.36
1849,2018-07-13,315.58,318.87,319.58,309.25,5875770,1851420256.0,3.26,0.68,2.16,3.45
1850,2018-07-16,311.71,310.1,315.16,306.25,7818655,2416482672.0,2.79,-2.75,-8.77,4.59
1851,2018-07-17,308.81,322.69,324.74,308.5,6996232,2223710768.0,5.24,4.06,12.59,4.1
1852,2018-07-18,325.0,323.85,325.5,316.25,5624211,1810776688.0,2.87,0.36,1.16,3.3
1853,2018-07-19,316.33,320.23,323.54,314.01,5915345,1882554208.0,2.94,-1.12,-3.62,3.47
1854,2018-07-20,321.23,313.58,323.24,311.71,5166547,1632709264.0,3.6,-2.08,-6.65,3.03
1855,2018-07-23,301.84,303.2,305.5,292.86,10992947,3300056592.0,4.03,-3.31,-10.38,6.45
1856,2018-07-24,304.42,297.43,307.72,292.55,9590784,2859968848.0,5.0,-1.9,-5.77,5.62
1857,2018-07-25,296.74,308.74,309.62,294.5,7094180,2148447984.0,5.08,3.8,11.31,4.16
1858,2018-07-26,304.85,306.65,310.7,303.64,4630522,1419243920.0,2.29,-0.68,-2.09,2.72
1859,2018-07-27,307.25,297.18,307.69,295.34,5703326,1709890576.0,4.03,-3.09,-9.47,3.34
1860,2018-07-30,295.9,290.17,296.1,286.13,6814072,1981209568.0,3.35,-2.36,-7.01,3.99
1861,2018-07-31,292.25,298.14,298.32,289.07,5076916,1498414448.0,3.19,2.75,7.97,2.98
1862,2018-08-01,297.99,300.84,303.0,293.0,10129430,3027915648.0,3.35,0.91,2.7,5.94
1863,2018-08-02,328.44,349.54,349.99,323.16,23214962,7803581696.0,8.92,16.19,48.7,13.61
1864,2018-08-03,347.81,348.17,355.0,342.53,13656486,4767410688.0,3.57,-0.39,-1.37,8.01
1865,2018-08-06,345.46,341.99,354.98,341.82,8564331,2988626928.0,3.78,-1.77,-6.18,5.02
1866,2018-08-07,343.84,379.57,387.46,339.15,30875768,11235318784.0,14.13,10.99,37.58,18.1
1867,2018-08-08,369.09,370.34,382.64,367.12,24571163,9194908672.0,4.09,-2.43,-9.23,14.4
1868,2018-08-09,365.55,352.45,367.01,345.73,17183811,6103855616.0,5.75,-4.83,-17.89,10.07
1869,2018-08-10,354.0,355.49,360.0,346.0,11552044,4086430608.0,3.97,0.86,3.04,6.77
1870,2018-08-13,361.13,356.41,363.19,349.02,10463881,3728750432.0,3.99,0.26,0.92,6.13
1871,2018-08-14,358.45,347.64,359.2,347.1,6986427,2471143488.0,3.39,-2.46,-8.77,4.1
1872,2018-08-15,341.91,338.69,344.49,332.14,9101258,3075450736.0,3.55,-2.57,-8.95,5.34
1873,2018-08-16,339.91,335.45,342.28,333.82,6064033,2045824608.0,2.5,-0.96,-3.24,3.55
1874,2018-08-17,323.5,305.5,326.77,303.53,18958612,5889325056.0,6.93,-8.93,-29.95,11.11
